"Model","Repeat","Fold","Sample","Dataset","Target"
"sebart",1,1,0.290824242424242,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.283566666666667,"bikesharing","windspeed"
"sebart",1,1,0.238950505050505,"bikesharing","windspeed"
"sebart",1,1,0.0687434343434343,"bikesharing","windspeed"
"sebart",1,1,0.180451515151515,"bikesharing","windspeed"
"sebart",1,1,0.309345454545455,"bikesharing","windspeed"
"sebart",1,1,0.0957707070707071,"bikesharing","windspeed"
"sebart",1,1,0.154672727272727,"bikesharing","windspeed"
"sebart",1,1,0.162991919191919,"bikesharing","windspeed"
"sebart",1,1,0.10419898989899,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.274973737373737,"bikesharing","windspeed"
"sebart",1,1,0.443571717171717,"bikesharing","windspeed"
"sebart",1,1,0.230522222222222,"bikesharing","windspeed"
"sebart",1,1,0.274973737373737,"bikesharing","windspeed"
"sebart",1,1,0.214823232323232,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.264270707070707,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.214823232323232,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.179852525252525,"bikesharing","windspeed"
"sebart",1,1,0.223416161616162,"bikesharing","windspeed"
"sebart",1,1,0.214823232323232,"bikesharing","windspeed"
"sebart",1,1,0.0773363636363636,"bikesharing","windspeed"
"sebart",1,1,0.00859292929292929,"bikesharing","windspeed"
"sebart",1,1,0.10419898989899,"bikesharing","windspeed"
"sebart",1,1,0.255814141414141,"bikesharing","windspeed"
"sebart",1,1,0.295038383838384,"bikesharing","windspeed"
"sebart",1,1,0.0343717171717172,"bikesharing","windspeed"
"sebart",1,1,0.36090303030303,"bikesharing","windspeed"
"sebart",1,1,0.0915565656565657,"bikesharing","windspeed"
"sebart",1,1,0.129182828282828,"bikesharing","windspeed"
"sebart",1,1,0.266380808080808,"bikesharing","windspeed"
"sebart",1,1,0.238950505050505,"bikesharing","windspeed"
"sebart",1,1,0.205174747474747,"bikesharing","windspeed"
"sebart",1,1,0.266380808080808,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.154672727272727,"bikesharing","windspeed"
"sebart",1,1,0.171424242424242,"bikesharing","windspeed"
"sebart",1,1,0.392916161616162,"bikesharing","windspeed"
"sebart",1,1,0.162991919191919,"bikesharing","windspeed"
"sebart",1,1,0.163265656565657,"bikesharing","windspeed"
"sebart",1,1,0.443571717171717,"bikesharing","windspeed"
"sebart",1,1,0.274973737373737,"bikesharing","windspeed"
"sebart",1,1,0.572133333333333,"bikesharing","windspeed"
"sebart",1,1,0.197637373737374,"bikesharing","windspeed"
"sebart",1,1,0.162991919191919,"bikesharing","windspeed"
"sebart",1,1,0.281183838383838,"bikesharing","windspeed"
"sebart",1,1,0.350674747474747,"bikesharing","windspeed"
"sebart",1,1,0.281183838383838,"bikesharing","windspeed"
"sebart",1,1,0.238950505050505,"bikesharing","windspeed"
"sebart",1,1,0.230522222222222,"bikesharing","windspeed"
"sebart",1,1,0.205174747474747,"bikesharing","windspeed"
"sebart",1,1,0.222087878787879,"bikesharing","windspeed"
"sebart",1,1,0.112326262626263,"bikesharing","windspeed"
"sebart",1,1,0.10419898989899,"bikesharing","windspeed"
"sebart",1,1,0.286610101010101,"bikesharing","windspeed"
"sebart",1,1,0.0957707070707071,"bikesharing","windspeed"
"sebart",1,1,0.10419898989899,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.214823232323232,"bikesharing","windspeed"
"sebart",1,1,0.0957707070707071,"bikesharing","windspeed"
"sebart",1,1,0.205174747474747,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.24919494949495,"bikesharing","windspeed"
"sebart",1,1,0.421053535353535,"bikesharing","windspeed"
"sebart",1,1,0.521493939393939,"bikesharing","windspeed"
"sebart",1,1,0.286610101010101,"bikesharing","windspeed"
"sebart",1,1,0.12030101010101,"bikesharing","windspeed"
"sebart",1,1,0.0999848484848485,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.24060202020202,"bikesharing","windspeed"
"sebart",1,1,0.274973737373737,"bikesharing","windspeed"
"sebart",1,1,0.232009090909091,"bikesharing","windspeed"
"sebart",1,1,0.367562626262626,"bikesharing","windspeed"
"sebart",1,1,0.295038383838384,"bikesharing","windspeed"
"sebart",1,1,0.206230303030303,"bikesharing","windspeed"
"sebart",1,1,0.129182828282828,"bikesharing","windspeed"
"sebart",1,1,0.12030101010101,"bikesharing","windspeed"
"sebart",1,1,0.12030101010101,"bikesharing","windspeed"
"sebart",1,1,0.223416161616162,"bikesharing","windspeed"
"sebart",1,1,0.0773363636363636,"bikesharing","windspeed"
"sebart",1,1,0.230522222222222,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.421053535353535,"bikesharing","windspeed"
"sebart",1,1,0.290824242424242,"bikesharing","windspeed"
"sebart",1,1,0.266380808080808,"bikesharing","windspeed"
"sebart",1,1,0.0859292929292929,"bikesharing","windspeed"
"sebart",1,1,0.137622222222222,"bikesharing","windspeed"
"sebart",1,1,0.146079797979798,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.137622222222222,"bikesharing","windspeed"
"sebart",1,1,0.350674747474747,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.257787878787879,"bikesharing","windspeed"
"sebart",1,1,0.367562626262626,"bikesharing","windspeed"
"sebart",1,1,0.0859292929292929,"bikesharing","windspeed"
"sebart",1,1,0.300010101010101,"bikesharing","windspeed"
"sebart",1,1,0.238950505050505,"bikesharing","windspeed"
"sebart",1,1,0.0687434343434343,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.255814141414141,"bikesharing","windspeed"
"sebart",1,1,0.449907070707071,"bikesharing","windspeed"
"sebart",1,1,0.163265656565657,"bikesharing","windspeed"
"sebart",1,1,0.0760242424242424,"bikesharing","windspeed"
"sebart",1,1,0.189044444444444,"bikesharing","windspeed"
"sebart",1,1,0.281183838383838,"bikesharing","windspeed"
"sebart",1,1,0.421053535353535,"bikesharing","windspeed"
"sebart",1,1,0.0915565656565657,"bikesharing","windspeed"
"sebart",1,1,0.163265656565657,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.154535353535354,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.214823232323232,"bikesharing","windspeed"
"sebart",1,1,0.295038383838384,"bikesharing","windspeed"
"sebart",1,1,0.36090303030303,"bikesharing","windspeed"
"sebart",1,1,0.137622222222222,"bikesharing","windspeed"
"sebart",1,1,0.454121212121212,"bikesharing","windspeed"
"sebart",1,1,0.0945222222222222,"bikesharing","windspeed"
"sebart",1,1,0.0859292929292929,"bikesharing","windspeed"
"sebart",1,1,0.179852525252525,"bikesharing","windspeed"
"sebart",1,1,0.137622222222222,"bikesharing","windspeed"
"sebart",1,1,0.205174747474747,"bikesharing","windspeed"
"sebart",1,1,0.0859292929292929,"bikesharing","windspeed"
"sebart",1,1,0.163265656565657,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.24060202020202,"bikesharing","windspeed"
"sebart",1,1,0.281183838383838,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.206230303030303,"bikesharing","windspeed"
"sebart",1,1,0.24060202020202,"bikesharing","windspeed"
"sebart",1,1,0.162991919191919,"bikesharing","windspeed"
"sebart",1,1,0.0859292929292929,"bikesharing","windspeed"
"sebart",1,1,0.295038383838384,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.10419898989899,"bikesharing","windspeed"
"sebart",1,1,0.213631313131313,"bikesharing","windspeed"
"sebart",1,1,0.197637373737374,"bikesharing","windspeed"
"sebart",1,1,0.213631313131313,"bikesharing","windspeed"
"sebart",1,1,0.0915565656565657,"bikesharing","windspeed"
"sebart",1,1,0.247378787878788,"bikesharing","windspeed"
"sebart",1,1,0.0859292929292929,"bikesharing","windspeed"
"sebart",1,1,0.24919494949495,"bikesharing","windspeed"
"sebart",1,1,0.255814141414141,"bikesharing","windspeed"
"sebart",1,1,0.274973737373737,"bikesharing","windspeed"
"sebart",1,1,0.308466666666667,"bikesharing","windspeed"
"sebart",1,1,0.154535353535354,"bikesharing","windspeed"
"sebart",1,1,0.213631313131313,"bikesharing","windspeed"
"sebart",1,1,0.171424242424242,"bikesharing","windspeed"
"sebart",1,1,0.189044444444444,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.180451515151515,"bikesharing","windspeed"
"sebart",1,1,0.163265656565657,"bikesharing","windspeed"
"sebart",1,1,0.286610101010101,"bikesharing","windspeed"
"sebart",1,1,0.111708080808081,"bikesharing","windspeed"
"sebart",1,1,0.222087878787879,"bikesharing","windspeed"
"sebart",1,1,0.180451515151515,"bikesharing","windspeed"
"sebart",1,1,0.0945222222222222,"bikesharing","windspeed"
"sebart",1,1,0.189044444444444,"bikesharing","windspeed"
"sebart",1,1,0.137622222222222,"bikesharing","windspeed"
"sebart",1,1,0.12030101010101,"bikesharing","windspeed"
"sebart",1,1,0.238950505050505,"bikesharing","windspeed"
"sebart",1,1,0.222087878787879,"bikesharing","windspeed"
"sebart",1,1,0.214823232323232,"bikesharing","windspeed"
"sebart",1,1,0.24919494949495,"bikesharing","windspeed"
"sebart",1,1,0.162991919191919,"bikesharing","windspeed"
"sebart",1,1,0.120754545454545,"bikesharing","windspeed"
"sebart",1,1,0.462549494949495,"bikesharing","windspeed"
"sebart",1,1,0.24060202020202,"bikesharing","windspeed"
"sebart",1,1,0.286610101010101,"bikesharing","windspeed"
"sebart",1,1,0.162991919191919,"bikesharing","windspeed"
"sebart",1,1,0.12030101010101,"bikesharing","windspeed"
"sebart",1,1,0.0859292929292929,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.171424242424242,"bikesharing","windspeed"
"sebart",1,1,0.120754545454545,"bikesharing","windspeed"
"sebart",1,1,0.290824242424242,"bikesharing","windspeed"
"sebart",1,1,0.308466666666667,"bikesharing","windspeed"
"sebart",1,1,0.0859292929292929,"bikesharing","windspeed"
"sebart",1,1,0.0957707070707071,"bikesharing","windspeed"
"sebart",1,1,0.213631313131313,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.247378787878788,"bikesharing","windspeed"
"sebart",1,1,0.154672727272727,"bikesharing","windspeed"
"sebart",1,1,0.308466666666667,"bikesharing","windspeed"
"sebart",1,1,0.0257787878787879,"bikesharing","windspeed"
"sebart",1,1,0.367562626262626,"bikesharing","windspeed"
"sebart",1,1,0.0687434343434343,"bikesharing","windspeed"
"sebart",1,1,0.0915565656565657,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.255814141414141,"bikesharing","windspeed"
"sebart",1,1,0.137622222222222,"bikesharing","windspeed"
"sebart",1,1,0.171424242424242,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.214823232323232,"bikesharing","windspeed"
"sebart",1,1,0.281183838383838,"bikesharing","windspeed"
"sebart",1,1,0.196718181818182,"bikesharing","windspeed"
"sebart",1,1,0.197637373737374,"bikesharing","windspeed"
"sebart",1,1,0.0687434343434343,"bikesharing","windspeed"
"sebart",1,1,0.308466666666667,"bikesharing","windspeed"
"sebart",1,1,0.137622222222222,"bikesharing","windspeed"
"sebart",1,1,0.255814141414141,"bikesharing","windspeed"
"sebart",1,1,0.290824242424242,"bikesharing","windspeed"
"sebart",1,1,0.352310101010101,"bikesharing","windspeed"
"sebart",1,1,0.146079797979798,"bikesharing","windspeed"
"sebart",1,1,0.163265656565657,"bikesharing","windspeed"
"sebart",1,1,0.146078787878788,"bikesharing","windspeed"
"sebart",1,1,0.146078787878788,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.146079797979798,"bikesharing","windspeed"
"sebart",1,1,0.0999848484848485,"bikesharing","windspeed"
"sebart",1,1,0.137622222222222,"bikesharing","windspeed"
"sebart",1,1,0.10419898989899,"bikesharing","windspeed"
"sebart",1,1,0.0429646464646465,"bikesharing","windspeed"
"sebart",1,1,0.255814141414141,"bikesharing","windspeed"
"sebart",1,1,0.238950505050505,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.290824242424242,"bikesharing","windspeed"
"sebart",1,1,0.24919494949495,"bikesharing","windspeed"
"sebart",1,1,0.281183838383838,"bikesharing","windspeed"
"sebart",1,1,0.0253414141414141,"bikesharing","windspeed"
"sebart",1,1,0.0915565656565657,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.386681818181818,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.179852525252525,"bikesharing","windspeed"
"sebart",1,1,0.120754545454545,"bikesharing","windspeed"
"sebart",1,1,0.222087878787879,"bikesharing","windspeed"
"sebart",1,1,0.111708080808081,"bikesharing","windspeed"
"sebart",1,1,0.498389898989899,"bikesharing","windspeed"
"sebart",1,1,0.0945222222222222,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.0760242424242424,"bikesharing","windspeed"
"sebart",1,1,0.0760242424242424,"bikesharing","windspeed"
"sebart",1,1,0.0957707070707071,"bikesharing","windspeed"
"sebart",1,1,0.230522222222222,"bikesharing","windspeed"
"sebart",1,1,0.409772727272727,"bikesharing","windspeed"
"sebart",1,1,0.230522222222222,"bikesharing","windspeed"
"sebart",1,1,0.197637373737374,"bikesharing","windspeed"
"sebart",1,1,0.36949595959596,"bikesharing","windspeed"
"sebart",1,1,0.0957707070707071,"bikesharing","windspeed"
"sebart",1,1,0.281183838383838,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.283566666666667,"bikesharing","windspeed"
"sebart",1,1,0.205174747474747,"bikesharing","windspeed"
"sebart",1,1,0.10419898989899,"bikesharing","windspeed"
"sebart",1,1,0.222087878787879,"bikesharing","windspeed"
"sebart",1,1,0.378088888888889,"bikesharing","windspeed"
"sebart",1,1,0.309345454545455,"bikesharing","windspeed"
"sebart",1,1,0.326531313131313,"bikesharing","windspeed"
"sebart",1,1,0.232009090909091,"bikesharing","windspeed"
"sebart",1,1,0.171858585858586,"bikesharing","windspeed"
"sebart",1,1,0.0773363636363636,"bikesharing","windspeed"
"sebart",1,1,0.0945222222222222,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.111708080808081,"bikesharing","windspeed"
"sebart",1,1,0.103115151515152,"bikesharing","windspeed"
"sebart",1,1,0.111708080808081,"bikesharing","windspeed"
"sebart",1,1,0.0999848484848485,"bikesharing","windspeed"
"sebart",1,1,0.24919494949495,"bikesharing","windspeed"
"sebart",1,1,0.342246464646465,"bikesharing","windspeed"
"sebart",1,1,0.103115151515152,"bikesharing","windspeed"
"sebart",1,1,0.24060202020202,"bikesharing","windspeed"
"sebart",1,1,0.0515575757575758,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.0915565656565657,"bikesharing","windspeed"
"sebart",1,1,0.376019191919192,"bikesharing","windspeed"
"sebart",1,1,0.343717171717172,"bikesharing","windspeed"
"sebart",1,1,0.264270707070707,"bikesharing","windspeed"
"sebart",1,1,0.238950505050505,"bikesharing","windspeed"
"sebart",1,1,0.0859292929292929,"bikesharing","windspeed"
"sebart",1,1,0.214823232323232,"bikesharing","windspeed"
"sebart",1,1,0.0915565656565657,"bikesharing","windspeed"
"sebart",1,1,0.309345454545455,"bikesharing","windspeed"
"sebart",1,1,0.213631313131313,"bikesharing","windspeed"
"sebart",1,1,0.222087878787879,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.180451515151515,"bikesharing","windspeed"
"sebart",1,1,0.129182828282828,"bikesharing","windspeed"
"sebart",1,1,0.197637373737374,"bikesharing","windspeed"
"sebart",1,1,0.0773363636363636,"bikesharing","windspeed"
"sebart",1,1,0.0945222222222222,"bikesharing","windspeed"
"sebart",1,1,0.120754545454545,"bikesharing","windspeed"
"sebart",1,1,0.111708080808081,"bikesharing","windspeed"
"sebart",1,1,0.513037373737374,"bikesharing","windspeed"
"sebart",1,1,0.060150505050505,"bikesharing","windspeed"
"sebart",1,1,0.24060202020202,"bikesharing","windspeed"
"sebart",1,1,0.10419898989899,"bikesharing","windspeed"
"sebart",1,1,0.146079797979798,"bikesharing","windspeed"
"sebart",1,1,0.0915565656565657,"bikesharing","windspeed"
"sebart",1,1,0.103115151515152,"bikesharing","windspeed"
"sebart",1,1,0.0171858585858586,"bikesharing","windspeed"
"sebart",1,1,0.0999848484848485,"bikesharing","windspeed"
"sebart",1,1,0.238950505050505,"bikesharing","windspeed"
"sebart",1,1,0.286610101010101,"bikesharing","windspeed"
"sebart",1,1,0.213631313131313,"bikesharing","windspeed"
"sebart",1,1,0.0957707070707071,"bikesharing","windspeed"
"sebart",1,1,0.103115151515152,"bikesharing","windspeed"
"sebart",1,1,0.0999848484848485,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.162991919191919,"bikesharing","windspeed"
"sebart",1,1,0.24919494949495,"bikesharing","windspeed"
"sebart",1,1,0.206230303030303,"bikesharing","windspeed"
"sebart",1,1,0.0945222222222222,"bikesharing","windspeed"
"sebart",1,1,0.12030101010101,"bikesharing","windspeed"
"sebart",1,1,0.458335353535354,"bikesharing","windspeed"
"sebart",1,1,0.128893939393939,"bikesharing","windspeed"
"sebart",1,1,0.295038383838384,"bikesharing","windspeed"
"sebart",1,1,0.196718181818182,"bikesharing","windspeed"
"sebart",1,1,0.137622222222222,"bikesharing","windspeed"
"sebart",1,1,0.163265656565657,"bikesharing","windspeed"
"sebart",1,1,0.283566666666667,"bikesharing","windspeed"
"sebart",1,1,0.286610101010101,"bikesharing","windspeed"
"sebart",1,1,0.180451515151515,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.111708080808081,"bikesharing","windspeed"
"sebart",1,1,0.179852525252525,"bikesharing","windspeed"
"sebart",1,1,0.0915565656565657,"bikesharing","windspeed"
"sebart",1,1,0.189044444444444,"bikesharing","windspeed"
"sebart",1,1,0.257787878787879,"bikesharing","windspeed"
"sebart",1,1,0.128893939393939,"bikesharing","windspeed"
"sebart",1,1,0.292159595959596,"bikesharing","windspeed"
"sebart",1,1,0.350674747474747,"bikesharing","windspeed"
"sebart",1,1,0.292159595959596,"bikesharing","windspeed"
"sebart",1,1,0.111708080808081,"bikesharing","windspeed"
"sebart",1,1,0.283566666666667,"bikesharing","windspeed"
"sebart",1,1,0.129182828282828,"bikesharing","windspeed"
"sebart",1,1,0.205174747474747,"bikesharing","windspeed"
"sebart",1,1,0.230522222222222,"bikesharing","windspeed"
"sebart",1,1,0.295038383838384,"bikesharing","windspeed"
"sebart",1,1,0.205174747474747,"bikesharing","windspeed"
"sebart",1,1,0.10419898989899,"bikesharing","windspeed"
"sebart",1,1,0.247378787878788,"bikesharing","windspeed"
"sebart",1,1,0.188280808080808,"bikesharing","windspeed"
"sebart",1,1,0.295038383838384,"bikesharing","windspeed"
"sebart",1,1,0.232009090909091,"bikesharing","windspeed"
"sebart",1,1,0.0760242424242424,"bikesharing","windspeed"
"sebart",1,1,0.257787878787879,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.392916161616162,"bikesharing","windspeed"
"sebart",1,1,0.206230303030303,"bikesharing","windspeed"
"sebart",1,1,0.292159595959596,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.308466666666667,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.352310101010101,"bikesharing","windspeed"
"sebart",1,1,0.205174747474747,"bikesharing","windspeed"
"sebart",1,1,0.197637373737374,"bikesharing","windspeed"
"sebart",1,1,0.232009090909091,"bikesharing","windspeed"
"sebart",1,1,0.179852525252525,"bikesharing","windspeed"
"sebart",1,1,0.197637373737374,"bikesharing","windspeed"
"sebart",1,1,0.232009090909091,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.197637373737374,"bikesharing","windspeed"
"sebart",1,1,0.163265656565657,"bikesharing","windspeed"
"sebart",1,1,0.309345454545455,"bikesharing","windspeed"
"sebart",1,1,0.129182828282828,"bikesharing","windspeed"
"sebart",1,1,0.111708080808081,"bikesharing","windspeed"
"sebart",1,1,0.0515575757575758,"bikesharing","windspeed"
"sebart",1,1,0.111708080808081,"bikesharing","windspeed"
"sebart",1,1,0.189044444444444,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.180451515151515,"bikesharing","windspeed"
"sebart",1,1,0.0999848484848485,"bikesharing","windspeed"
"sebart",1,1,0.300752525252525,"bikesharing","windspeed"
"sebart",1,1,0.0687434343434343,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.0687434343434343,"bikesharing","windspeed"
"sebart",1,1,0.120754545454545,"bikesharing","windspeed"
"sebart",1,1,0.257787878787879,"bikesharing","windspeed"
"sebart",1,1,0.103115151515152,"bikesharing","windspeed"
"sebart",1,1,0,"bikesharing","windspeed"
"sebart",1,1,0.232009090909091,"bikesharing","windspeed"
"sebart",1,1,0.171424242424242,"bikesharing","windspeed"
"sebart",1,1,0.238950505050505,"bikesharing","windspeed"
"sebart",1,1,0.295038383838384,"bikesharing","windspeed"
"sebart",1,1,0.395274747474747,"bikesharing","windspeed"
"sebart",1,1,0.255814141414141,"bikesharing","windspeed"
"sebart",1,1,0.205174747474747,"bikesharing","windspeed"
"sebart",1,1,0.359106060606061,"bikesharing","windspeed"
"sebart",1,1,0.272727272727273,"bikesharing","windspeed"
"sebart",1,1,0.264270707070707,"bikesharing","windspeed"
"sebart",1,1,0.24060202020202,"bikesharing","windspeed"
"sebart",1,1,0.0999848484848485,"bikesharing","windspeed"
"sebart",1,1,0.129182828282828,"bikesharing","windspeed"
"sebart",1,1,0.300010101010101,"bikesharing","windspeed"
"sebart",1,1,0.24060202020202,"bikesharing","windspeed"
"sebart",1,1,0.189044444444444,"bikesharing","windspeed"
"sebart",1,1,0.264270707070707,"bikesharing","windspeed"
"sebart",1,1,0.286610101010101,"bikesharing","windspeed"
"sebart",1,1,0.154672727272727,"bikesharing","windspeed"
"sebart",1,1,0.120754545454545,"bikesharing","windspeed"
"sebart",1,1,0.0999848484848485,"bikesharing","windspeed"
"sebart",1,1,0.222087878787879,"bikesharing","windspeed"
"sebart",1,1,0.129182828282828,"bikesharing","windspeed"
"sebart",1,1,0.112326262626263,"bikesharing","windspeed"
"sebart",1,1,0.179852525252525,"bikesharing","windspeed"
"sebart",1,1,0.283566666666667,"bikesharing","windspeed"
"sebart",1,1,0.274973737373737,"bikesharing","windspeed"
"sebart",1,1,0.257787878787879,"bikesharing","windspeed"
"sebart",1,1,0.0687434343434343,"bikesharing","windspeed"
"sebart",1,1,0.162991919191919,"bikesharing","windspeed"
"sebart",1,1,0.214823232323232,"bikesharing","windspeed"
"sebart",1,1,0.222087878787879,"bikesharing","windspeed"
"sebart",1,1,0.120754545454545,"bikesharing","windspeed"
"sebart",1,1,0.146079797979798,"bikesharing","windspeed"
"sebart",1,1,0.112326262626263,"bikesharing","windspeed"
"sebart",1,1,0.286610101010101,"bikesharing","windspeed"
"sebart",1,1,0.223416161616162,"bikesharing","windspeed"
"sebart",1,1,0.197637373737374,"bikesharing","windspeed"
"sebart",1,1,0.335124242424242,"bikesharing","windspeed"
"sebart",1,1,0.238950505050505,"bikesharing","windspeed"
"sebart",1,1,0.162991919191919,"bikesharing","windspeed"
"sebart",1,1,0.154535353535354,"bikesharing","windspeed"
"sebart",1,1,0.0760242424242424,"bikesharing","windspeed"
"sebart",1,1,0.350674747474747,"bikesharing","windspeed"
