"Model","RMSE","Mean_CRPS","Median_CRPS","Runtime","Coverage_Q_80","Width_Q_80","Coverage_HPD_80","Width_HPD_80","Coverage_Q_90","Width_Q_90","Coverage_HPD_90","Width_HPD_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_95","Width_HPD_95","Repeat","Fold","Dataset","Target"
"bart",0.141910817444468,0.0343085129340131,0.0285937691242715,0.671000000000049,0.769230769230769,0.0438442098176251,0.769230769230769,0.0432153569962519,0.826923076923077,0.0566569215184,0.826923076923077,0.0559529058711108,0.865384615384615,0.0682096540103599,0.846153846153846,0.0673414051677578,1,9,"forestfires","area"
"sebart",0.140193201856098,0.0253124495158928,0.0252845429495257,4.12200000000001,0.903846153846154,0.0174229517442088,0.846153846153846,0.00930702819155755,0.942307692307692,0.0288040058776372,0.903846153846154,0.0175537452842099,0.942307692307692,0.0405828351144575,0.942307692307692,0.0290504598767039,1,9,"forestfires","area"
"bart_bc",0.157346894563485,0.0479476188594236,0.0326194658010695,1.89599999999996,0.865384615384615,0.0864568909435258,0.865384615384615,0.080893168193235,0.884615384615385,0.103119601324834,0.884615384615385,0.0986676482689508,0.884615384615385,0.11251730684609,0.884615384615385,0.111724017856685,1,9,"forestfires","area"
"sblm",0.14006269201786,0.025309193422182,0.0252857996718874,2.76499999999999,0.903846153846154,0.0166911179361611,0.826923076923077,0.00900431275090122,0.923076923076923,0.0273481074556229,0.903846153846154,0.0168803812964669,0.942307692307692,0.0389131748784958,0.923076923076923,0.027739935499421,1,9,"forestfires","area"
"bart",0.0345633139154535,0.0130060397852292,0.00877248819065723,0.670999999999935,0.816326530612245,0.0431191531522918,0.795918367346939,0.0422166960855903,0.857142857142857,0.0567156080592483,0.857142857142857,0.0557196578958659,0.857142857142857,0.0683513503693533,0.877551020408163,0.0674645709431084,1,10,"forestfires","area"
"sebart",0.0168741531079083,0.00687174385906497,0.00686463462760049,4.03200000000004,0.857142857142857,0.0161490953383964,0.816326530612245,0.00896570388233432,0.877551020408163,0.0266568773278543,0.857142857142857,0.0162677253006069,0.918367346938776,0.0381973415478067,0.877551020408163,0.0269074996820849,1,10,"forestfires","area"
"bart_bc",0.0594407351522576,0.0327598129140661,0.0189634285271368,1.89499999999998,0.877551020408163,0.132880753925252,0.877551020408163,0.130035926675295,0.918367346938776,0.151839652087418,0.877551020408163,0.149946880967358,0.938775510204082,0.168083518704263,0.938775510204082,0.16450502635215,1,10,"forestfires","area"
"sblm",0.017090581390698,0.00679273324233692,0.00679934345578281,2.78699999999992,0.877551020408163,0.0159102050987733,0.836734693877551,0.00893683665077214,0.877551020408163,0.0260202594484461,0.877551020408163,0.01607128787461,0.897959183673469,0.0361841915162193,0.877551020408163,0.0263052079234767,1,10,"forestfires","area"
"bart",0.0487083297162324,0.0181159280769152,0.0124297208502193,0.670999999999935,0.596153846153846,0.040255703168878,0.634615384615385,0.0395643900959997,0.673076923076923,0.0523085190325065,0.692307692307692,0.0515305018744042,0.769230769230769,0.0627192856685369,0.788461538461538,0.0618779875540455,2,1,"forestfires","area"
"sebart",0.0362260339735117,0.00897312813666411,0.00897788087537211,3.97399999999993,0.846153846153846,0.0163685126340053,0.807692307692308,0.00897265160126808,0.903846153846154,0.0276759311387442,0.846153846153846,0.016415975575889,0.961538461538462,0.0404612291666649,0.903846153846154,0.02803218847735,2,1,"forestfires","area"
"bart_bc",0.06578639007571,0.0349978223207004,0.0203073918215479,1.86800000000005,0.923076923076923,0.127229608748947,0.884615384615385,0.123826024476,0.923076923076923,0.14585453521045,0.923076923076923,0.144230062021153,0.923076923076923,0.159646744019413,0.923076923076923,0.158330094047675,2,1,"forestfires","area"
"sblm",0.0362580337933391,0.00895880420125947,0.00896605908842764,2.798,0.846153846153846,0.0153274780335774,0.807692307692308,0.00879439430169667,0.903846153846154,0.0264169628440675,0.846153846153846,0.0153573877967792,0.961538461538462,0.0379619757442696,0.903846153846154,0.0268891156539338,2,1,"forestfires","area"
"bart",0.0337246735053948,0.0178640314893317,0.011017737763051,0.671999999999912,0.75,0.0424088652501685,0.75,0.0415970538215691,0.788461538461538,0.0550635221506007,0.769230769230769,0.0543794230357739,0.807692307692308,0.0659861857291767,0.807692307692308,0.0650069119279751,2,2,"forestfires","area"
"sebart",0.0291562669481624,0.00866961642140648,0.00869643949079738,3.9609999999999,0.903846153846154,0.0164023662737956,0.865384615384615,0.00888388351490181,0.903846153846154,0.0265950134997154,0.903846153846154,0.0165601727425643,0.923076923076923,0.0366274856061397,0.903846153846154,0.0268887488942676,2,2,"forestfires","area"
"bart_bc",0.0387693565055927,0.0239630756864394,0.0195746997457523,1.84300000000007,0.942307692307692,0.136336585694611,0.942307692307692,0.13298257923337,0.942307692307692,0.159425022193496,0.942307692307692,0.157087837697294,0.942307692307692,0.172788950235867,0.942307692307692,0.17178276277264,2,2,"forestfires","area"
"sblm",0.029224588948624,0.00869154115229823,0.00867623342720719,2.80500000000006,0.903846153846154,0.0155613518526503,0.846153846153846,0.00873005087548794,0.903846153846154,0.0258454371458701,0.903846153846154,0.0157001018096923,0.903846153846154,0.0355118142143508,0.903846153846154,0.0261940454685102,2,2,"forestfires","area"
"bart",0.037057183690321,0.0162721702627192,0.00948605760532896,0.666999999999916,0.730769230769231,0.0368986458760981,0.711538461538462,0.0364196775083428,0.788461538461538,0.048249491301196,0.807692307692308,0.0474491326753301,0.846153846153846,0.0578708026504859,0.826923076923077,0.0571369067261407,2,3,"forestfires","area"
"sebart",0.0242865468360098,0.00796430149195774,0.00797176096736127,3.97500000000002,0.865384615384615,0.0151751022935156,0.769230769230769,0.00856031423300684,0.903846153846154,0.0260314913427423,0.865384615384615,0.0153222702680002,0.903846153846154,0.0375097444739876,0.903846153846154,0.0262859454033228,2,3,"forestfires","area"
"bart_bc",0.0303744721774821,0.0206943354652736,0.0181491670061829,1.84300000000007,0.961538461538462,0.127054471229161,0.961538461538462,0.12510527812911,0.961538461538462,0.146636364200076,0.961538461538462,0.144310474214874,0.961538461538462,0.16241787321992,0.961538461538462,0.15998629622368,2,3,"forestfires","area"
"sblm",0.0241936334992773,0.00803035985275012,0.0080286709394146,2.78499999999997,0.884615384615385,0.0140787521658161,0.730769230769231,0.00794056308024573,0.884615384615385,0.0242942831434269,0.884615384615385,0.0141425512417461,0.903846153846154,0.035388802924159,0.884615384615385,0.0245583250492311,2,3,"forestfires","area"
"bart",0.039195026680029,0.0166419672924275,0.0103360151812339,0.677000000000021,0.692307692307692,0.0374789144179913,0.692307692307692,0.037025694044147,0.730769230769231,0.0481458941243094,0.75,0.0475979518718763,0.75,0.0582889505176306,0.75,0.0568113347711106,2,4,"forestfires","area"
"sebart",0.0272151810234966,0.00833972026804041,0.00832368952288275,4.02599999999995,0.865384615384615,0.0167071987921058,0.826923076923077,0.00949237646874331,0.884615384615385,0.028273949871526,0.865384615384615,0.0168100354332982,0.923076923076923,0.0403788673799056,0.884615384615385,0.0286185699880651,2,4,"forestfires","area"
"bart_bc",0.0323919830825625,0.0208510092920274,0.0189323006190147,1.86200000000008,0.980769230769231,0.123254571477628,0.961538461538462,0.121571051557711,0.980769230769231,0.140297290960777,0.980769230769231,0.139293437019014,0.980769230769231,0.152996981789283,0.980769230769231,0.152179998462286,2,4,"forestfires","area"
"sblm",0.026945744068275,0.00826686130327272,0.00826988481428654,2.77100000000007,0.865384615384615,0.0156821940167147,0.826923076923077,0.00886669610739397,0.884615384615385,0.0270426749607276,0.865384615384615,0.0157234660576122,0.923076923076923,0.0387548512475256,0.884615384615385,0.0274333579980735,2,4,"forestfires","area"
"bart",0.103684488155438,0.028225852334996,0.0262243353086789,0.668000000000006,0.711538461538462,0.042065579297694,0.75,0.0406620286886314,0.75,0.053714997133502,0.75,0.0525413516385351,0.75,0.0634910324430042,0.75,0.0626523594576697,2,5,"forestfires","area"
"sebart",0.0998624936087071,0.0246092052088513,0.0246233799622587,4.03199999999993,0.807692307692308,0.0136590028906959,0.692307692307692,0.00812032910232463,0.826923076923077,0.0234560133252884,0.807692307692308,0.0137653109055881,0.865384615384615,0.0345534222242195,0.826923076923077,0.0236685182369243,2,5,"forestfires","area"
"bart_bc",0.13283994736831,0.0443994963826226,0.0330400358320741,1.88499999999999,0.903846153846154,0.124237756012139,0.903846153846154,0.122181377858971,0.903846153846154,0.14409533822419,0.903846153846154,0.140853920258777,0.923076923076923,0.161353746539637,0.923076923076923,0.156699197475834,2,5,"forestfires","area"
"sblm",0.0999274921965495,0.0246035206053095,0.0246172727421631,2.76999999999998,0.788461538461538,0.0134580917492645,0.692307692307692,0.00829963278626694,0.826923076923077,0.0240734325359968,0.788461538461538,0.0135446186186245,0.884615384615385,0.0335159688482259,0.826923076923077,0.0241378981082198,2,5,"forestfires","area"
"bart",0.0261055467718219,0.0153025116259803,0.00878612884767586,0.68100000000004,0.884615384615385,0.0566925515056091,0.865384615384615,0.0555359851676252,0.903846153846154,0.0736352076257122,0.923076923076923,0.0723759986342999,0.923076923076923,0.0873750136006346,0.923076923076923,0.0864579493540674,2,6,"forestfires","area"
"sebart",0.0162175922944965,0.00629989203178737,0.00631204410496924,3.97900000000004,0.865384615384615,0.0163889021019764,0.75,0.00875966802683828,0.942307692307692,0.0290673972919994,0.865384615384615,0.0165478304366684,0.961538461538462,0.0406913781355725,0.942307692307692,0.0293609229154314,2,6,"forestfires","area"
"bart_bc",0.0773310363053082,0.0385967514662283,0.0175273877012865,1.86599999999999,0.846153846153846,0.120636824423051,0.846153846153846,0.11280873398569,0.884615384615385,0.140565864218216,0.846153846153846,0.136935357978622,0.903846153846154,0.158151201208249,0.884615384615385,0.153030646716842,2,6,"forestfires","area"
"sblm",0.0163394495993773,0.00626522142265373,0.00625048289232638,2.75200000000007,0.846153846153846,0.014400118149555,0.711538461538462,0.00818922286323555,0.942307692307692,0.0265626882559705,0.846153846153846,0.0145567323659436,0.942307692307692,0.0379503893223415,0.942307692307692,0.0271429023314857,2,6,"forestfires","area"
"bart",0.0521516956193457,0.0198802978857498,0.0088945401326072,0.674999999999955,0.865384615384615,0.0743697669454585,0.884615384615385,0.0725289481650533,0.903846153846154,0.0941792094256826,0.903846153846154,0.0926588160098698,0.923076923076923,0.111684227466411,0.923076923076923,0.109932649988453,2,7,"forestfires","area"
"sebart",0.0129502395945371,0.00472897223629363,0.00470714658349658,4.03800000000001,0.903846153846154,0.0178566188109293,0.865384615384615,0.00911747380752918,0.942307692307692,0.0284554195198744,0.903846153846154,0.0180156993988537,0.961538461538462,0.0411265081243607,0.942307692307692,0.0287874161517409,2,7,"forestfires","area"
"bart_bc",0.117472471629216,0.0591114033344582,0.0169565997580306,1.89599999999996,0.826923076923077,0.138227811683931,0.788461538461538,0.130993457634381,0.846153846153846,0.165044244472287,0.826923076923077,0.157801503553857,0.846153846153846,0.186303752469252,0.846153846153846,0.179598882390378,2,7,"forestfires","area"
"sblm",0.0126357795520428,0.00467298945272584,0.00459800222633148,2.92500000000007,0.884615384615385,0.0152775794978789,0.846153846153846,0.00828777077126973,0.942307692307692,0.0260978154564912,0.884615384615385,0.0153489005376411,0.961538461538462,0.0369938672123227,0.942307692307692,0.026255125671303,2,7,"forestfires","area"
"bart",0.114360564137907,0.0267923840340783,0.00521673097154645,0.670000000000073,0.711538461538462,0.0323949238162532,0.730769230769231,0.0319589955972082,0.807692307692308,0.0414711534215001,0.807692307692308,0.040857163298002,0.846153846153846,0.0496340697576318,0.865384615384615,0.048790410812475,2,8,"forestfires","area"
"sebart",0.0100845280106219,0.00375891395425485,0.00365880451539709,4.08000000000004,0.903846153846154,0.019822897009973,0.903846153846154,0.0101922160198351,0.961538461538462,0.0308719961808407,0.903846153846154,0.0199372936781723,0.980769230769231,0.044471532297829,0.961538461538462,0.0312666365593468,2,8,"forestfires","area"
"bart_bc",0.153857074209808,0.04729976372186,0.0161939468157183,1.86900000000003,0.923076923076923,0.124386200051996,0.923076923076923,0.118622084171746,0.942307692307692,0.142031384510784,0.923076923076923,0.140126338709909,0.961538461538462,0.155863234275784,0.942307692307692,0.154210641110723,2,8,"forestfires","area"
"sblm",0.00954754949351088,0.00371605916428409,0.0037133854517844,2.83199999999999,0.923076923076923,0.0183897448120432,0.903846153846154,0.00964260932496421,0.942307692307692,0.0294298990028395,0.923076923076923,0.0185128097097641,0.980769230769231,0.0421581449308116,0.942307692307692,0.0299223987482577,2,8,"forestfires","area"
"bart",0.13640166748348,0.0260236803420431,0.0247557654134249,0.677000000000021,0.903846153846154,0.0427605700779315,0.903846153846154,0.0422341783397366,0.942307692307692,0.0553352172404005,0.923076923076923,0.0546642979144273,0.961538461538462,0.0662477172455627,0.961538461538462,0.0656742152753989,2,9,"forestfires","area"
"sebart",0.138043218192956,0.0218568922209144,0.0217486807147786,3.98200000000008,0.961538461538462,0.0187213292027014,0.961538461538462,0.00997389913042071,0.961538461538462,0.0296054343947481,0.961538461538462,0.0188963659293864,0.961538461538462,0.0408995308306848,0.961538461538462,0.029963633807919,2,9,"forestfires","area"
"bart_bc",0.141976995626488,0.0391287801620637,0.0305130059957134,1.88599999999997,0.903846153846154,0.0841605240654431,0.884615384615385,0.0814514519520304,0.923076923076923,0.0982721362484617,0.903846153846154,0.0964180070604,0.923076923076923,0.108252813353717,0.923076923076923,0.107459741393635,2,9,"forestfires","area"
"sblm",0.137957760303758,0.0217800049557786,0.0217020141971662,2.79200000000003,0.961538461538462,0.0173088770700637,0.961538461538462,0.00948296322503356,0.961538461538462,0.0275941194224352,0.961538461538462,0.0174312328373157,0.961538461538462,0.037554253247983,0.961538461538462,0.0276821652917139,2,9,"forestfires","area"
"bart",0.0795708926731776,0.0294195621528553,0.0123173685418637,0.663999999999987,0.653061224489796,0.0371858982123267,0.673469387755102,0.036275546900379,0.693877551020408,0.04843363055473,0.693877551020408,0.0475676265134447,0.714285714285714,0.0581515166522654,0.714285714285714,0.057162869728485,2,10,"forestfires","area"
"sebart",0.0333525704971051,0.0109800311732177,0.0109878620508003,3.94100000000003,0.816326530612245,0.0159089622161331,0.693877551020408,0.00849270718362428,0.897959183673469,0.0265415549258407,0.816326530612245,0.0160358512048167,0.918367346938776,0.0378320502248589,0.897959183673469,0.0267266227692531,2,10,"forestfires","area"
"bart_bc",0.11554009284665,0.0540954339364874,0.022019463109949,1.88900000000001,0.836734693877551,0.121635943059412,0.836734693877551,0.119832703383246,0.836734693877551,0.143791885581073,0.836734693877551,0.139771692164025,0.836734693877551,0.15859170597396,0.836734693877551,0.157195796846538,2,10,"forestfires","area"
"sblm",0.0334409638063013,0.0110180443873072,0.0110272655777723,2.76200000000006,0.836734693877551,0.0148741015085891,0.63265306122449,0.00811643483776324,0.897959183673469,0.0256159649447519,0.836734693877551,0.0149744788570748,0.897959183673469,0.0359451690027276,0.897959183673469,0.0259664894006386,2,10,"forestfires","area"
"bart",0.0236618342825802,0.011428529881905,0.00884911778054273,0.673999999999978,0.769230769230769,0.0455657160642486,0.788461538461538,0.0449849840106696,0.865384615384615,0.0592831777672858,0.865384615384615,0.0585846827887936,0.903846153846154,0.0712389391825833,0.903846153846154,0.0706679311672595,3,1,"forestfires","area"
"sebart",0.0181049134463765,0.00700184330065975,0.00698389545962911,4.02099999999996,0.846153846153846,0.0162401797199293,0.769230769230769,0.00872254672995387,0.903846153846154,0.0272528327613171,0.846153846153846,0.0163860751779237,0.923076923076923,0.03815042843561,0.903846153846154,0.0274813665549246,3,1,"forestfires","area"
"bart_bc",0.0460847254205946,0.0259563775985715,0.0189300289769404,1.90500000000009,0.923076923076923,0.127821940364706,0.923076923076923,0.126148540693849,0.961538461538462,0.150012190476792,0.942307692307692,0.147116102807417,0.980769230769231,0.169703389963747,0.961538461538462,0.166592519392163,3,1,"forestfires","area"
"sblm",0.0180371875332779,0.00698897114855376,0.00698191271171664,2.78200000000004,0.846153846153846,0.015833351418379,0.711538461538462,0.00850412212396686,0.923076923076923,0.0270240015514954,0.846153846153846,0.0160302630260251,0.923076923076923,0.0366196473529796,0.923076923076923,0.0275176873185223,3,1,"forestfires","area"
"bart",0.0335635656026702,0.0120225867093113,0.00846701328166886,0.669999999999959,0.807692307692308,0.030796650742489,0.807692307692308,0.0301890313252018,0.846153846153846,0.0407263084432805,0.846153846153846,0.0399565879715693,0.865384615384615,0.0497572151098317,0.865384615384615,0.0490027782565889,3,2,"forestfires","area"
"sebart",0.0270280160249849,0.00698443524133131,0.00687944775044086,3.95100000000002,0.942307692307692,0.0172749103169697,0.846153846153846,0.00922177884656342,0.961538461538462,0.0285470304679125,0.942307692307692,0.0173638133833946,0.961538461538462,0.0396364970458101,0.961538461538462,0.0288369865988949,3,2,"forestfires","area"
"bart_bc",0.0945320277345709,0.041515894962584,0.0192503127023192,1.875,0.865384615384615,0.112605577966202,0.865384615384615,0.111214660831013,0.865384615384615,0.129882800420472,0.865384615384615,0.127576391297943,0.884615384615385,0.144614475309912,0.865384615384615,0.141714482779391,3,2,"forestfires","area"
"sblm",0.0265648324876124,0.00701248946074179,0.00695035993231952,2.73099999999999,0.942307692307692,0.0175538418911481,0.826923076923077,0.0092218513844443,0.942307692307692,0.0283242555878617,0.942307692307692,0.0177572133859425,0.961538461538462,0.0396464848614928,0.942307692307692,0.0288846901041566,3,2,"forestfires","area"
"bart",0.052930613996893,0.0214083352167347,0.0131120372253186,0.66599999999994,0.711538461538462,0.0467697451012902,0.711538461538462,0.0459063994159476,0.769230769230769,0.0594361101693531,0.769230769230769,0.0585534976849393,0.807692307692308,0.0704016411083919,0.807692307692308,0.0696374848146674,3,3,"forestfires","area"
"sebart",0.0350283070155348,0.00997298317925698,0.0099273866494878,4.00199999999995,0.865384615384615,0.0172692310042884,0.865384615384615,0.00947451921242762,0.884615384615385,0.0279832576718463,0.884615384615385,0.0173522261110725,0.903846153846154,0.0399668141731597,0.884615384615385,0.0282094450739715,3,3,"forestfires","area"
