"Repeat","Fold","Observation","Observed","Dataset","Target"
1,1,80,0.194,"bikesharing","windspeed"
1,1,81,0.4478,"bikesharing","windspeed"
1,1,82,0.3582,"bikesharing","windspeed"
1,1,83,0.2985,"bikesharing","windspeed"
1,1,84,0.2836,"bikesharing","windspeed"
1,1,85,0.2985,"bikesharing","windspeed"
1,1,86,0.2985,"bikesharing","windspeed"
1,1,87,0.4627,"bikesharing","windspeed"
1,1,88,0.4478,"bikesharing","windspeed"
1,1,89,0.6119,"bikesharing","windspeed"
1,1,90,0.4925,"bikesharing","windspeed"
1,1,91,0.3582,"bikesharing","windspeed"
1,1,92,0.194,"bikesharing","windspeed"
1,1,93,0.1642,"bikesharing","windspeed"
1,1,94,0.3881,"bikesharing","windspeed"
1,1,95,0.4179,"bikesharing","windspeed"
1,1,96,0.3881,"bikesharing","windspeed"
1,1,97,0.194,"bikesharing","windspeed"
1,1,98,0.194,"bikesharing","windspeed"
1,1,99,0.2239,"bikesharing","windspeed"
1,1,100,0.2836,"bikesharing","windspeed"
1,1,101,0.1642,"bikesharing","windspeed"
1,1,102,0.194,"bikesharing","windspeed"
1,1,103,0.4179,"bikesharing","windspeed"
1,1,104,0.5224,"bikesharing","windspeed"
1,1,105,0.1642,"bikesharing","windspeed"
1,1,106,0.1045,"bikesharing","windspeed"
1,1,107,0.3582,"bikesharing","windspeed"
1,1,108,0.4179,"bikesharing","windspeed"
1,1,109,0.2537,"bikesharing","windspeed"
1,1,110,0.2537,"bikesharing","windspeed"
1,1,111,0.1642,"bikesharing","windspeed"
1,1,112,0.1343,"bikesharing","windspeed"
1,1,113,0,"bikesharing","windspeed"
1,1,114,0.3881,"bikesharing","windspeed"
1,1,115,0.3582,"bikesharing","windspeed"
1,1,116,0.2836,"bikesharing","windspeed"
1,1,117,0.1045,"bikesharing","windspeed"
1,1,118,0.1343,"bikesharing","windspeed"
1,1,119,0.4627,"bikesharing","windspeed"
1,1,120,0.3284,"bikesharing","windspeed"
1,1,121,0.3582,"bikesharing","windspeed"
1,1,122,0.2836,"bikesharing","windspeed"
1,1,123,0.2537,"bikesharing","windspeed"
1,1,124,0.194,"bikesharing","windspeed"
1,1,125,0.0896,"bikesharing","windspeed"
1,1,126,0.1642,"bikesharing","windspeed"
1,1,127,0.2836,"bikesharing","windspeed"
1,1,128,0.4179,"bikesharing","windspeed"
1,1,129,0.4179,"bikesharing","windspeed"
1,1,130,0.2537,"bikesharing","windspeed"
1,1,131,0.0896,"bikesharing","windspeed"
1,1,132,0,"bikesharing","windspeed"
1,1,133,0,"bikesharing","windspeed"
1,1,134,0.4627,"bikesharing","windspeed"
1,1,135,0.1045,"bikesharing","windspeed"
1,1,136,0.2537,"bikesharing","windspeed"
1,1,137,0.0896,"bikesharing","windspeed"
1,1,138,0.1045,"bikesharing","windspeed"
1,1,139,0.194,"bikesharing","windspeed"
1,1,140,0.194,"bikesharing","windspeed"
1,1,141,0.1343,"bikesharing","windspeed"
1,1,142,0.2239,"bikesharing","windspeed"
1,1,143,0.2537,"bikesharing","windspeed"
1,1,144,0.2985,"bikesharing","windspeed"
1,1,145,0.2985,"bikesharing","windspeed"
1,1,146,0.5224,"bikesharing","windspeed"
1,1,147,0.2985,"bikesharing","windspeed"
1,1,148,0.3582,"bikesharing","windspeed"
1,1,149,0.2239,"bikesharing","windspeed"
1,1,150,0.1642,"bikesharing","windspeed"
1,1,151,0.1045,"bikesharing","windspeed"
1,1,152,0.194,"bikesharing","windspeed"
1,1,153,0.3881,"bikesharing","windspeed"
1,1,154,0.194,"bikesharing","windspeed"
1,1,155,0.1642,"bikesharing","windspeed"
1,1,156,0.2239,"bikesharing","windspeed"
1,1,157,0.2537,"bikesharing","windspeed"
1,1,158,0.194,"bikesharing","windspeed"
1,1,159,0.3582,"bikesharing","windspeed"
1,1,160,0.0896,"bikesharing","windspeed"
1,1,161,0.3582,"bikesharing","windspeed"
1,1,162,0.3284,"bikesharing","windspeed"
1,1,163,0.1343,"bikesharing","windspeed"
1,1,164,0.194,"bikesharing","windspeed"
1,1,165,0.1045,"bikesharing","windspeed"
1,1,166,0.1642,"bikesharing","windspeed"
1,1,167,0.1045,"bikesharing","windspeed"
1,1,168,0.2239,"bikesharing","windspeed"
1,1,169,0.2537,"bikesharing","windspeed"
1,1,170,0.2985,"bikesharing","windspeed"
1,1,171,0.194,"bikesharing","windspeed"
1,1,172,0.1343,"bikesharing","windspeed"
1,1,173,0.4179,"bikesharing","windspeed"
1,1,174,0.4925,"bikesharing","windspeed"
1,1,175,0.2239,"bikesharing","windspeed"
1,1,176,0.4179,"bikesharing","windspeed"
1,1,177,0.3284,"bikesharing","windspeed"
1,1,178,0.3284,"bikesharing","windspeed"
1,1,179,0.4179,"bikesharing","windspeed"
1,1,180,0.2239,"bikesharing","windspeed"
1,1,181,0.2985,"bikesharing","windspeed"
1,1,182,0.2537,"bikesharing","windspeed"
1,1,183,0.194,"bikesharing","windspeed"
1,1,184,0.2239,"bikesharing","windspeed"
1,1,185,0.194,"bikesharing","windspeed"
1,1,186,0.194,"bikesharing","windspeed"
1,1,187,0.2239,"bikesharing","windspeed"
1,1,188,0.1642,"bikesharing","windspeed"
1,1,189,0.2239,"bikesharing","windspeed"
1,1,190,0.2239,"bikesharing","windspeed"
1,1,191,0.194,"bikesharing","windspeed"
1,1,192,0.2836,"bikesharing","windspeed"
1,1,193,0.3284,"bikesharing","windspeed"
1,1,194,0.2537,"bikesharing","windspeed"
1,1,195,0.0896,"bikesharing","windspeed"
1,1,196,0.1343,"bikesharing","windspeed"
1,1,197,0.2239,"bikesharing","windspeed"
1,1,198,0.2836,"bikesharing","windspeed"
1,1,199,0.1642,"bikesharing","windspeed"
1,1,200,0.1642,"bikesharing","windspeed"
1,1,201,0.1642,"bikesharing","windspeed"
1,1,202,0.1642,"bikesharing","windspeed"
1,1,203,0.2537,"bikesharing","windspeed"
1,1,204,0.2985,"bikesharing","windspeed"
1,1,205,0.1343,"bikesharing","windspeed"
1,1,206,0.1642,"bikesharing","windspeed"
1,1,207,0.2836,"bikesharing","windspeed"
1,1,208,0.2985,"bikesharing","windspeed"
1,1,209,0.6119,"bikesharing","windspeed"
1,1,210,0.1045,"bikesharing","windspeed"
1,1,211,0.3881,"bikesharing","windspeed"
1,1,212,0.4179,"bikesharing","windspeed"
1,1,213,0.4925,"bikesharing","windspeed"
1,1,214,0.2836,"bikesharing","windspeed"
1,1,215,0.1045,"bikesharing","windspeed"
1,1,216,0.1343,"bikesharing","windspeed"
1,1,217,0.1045,"bikesharing","windspeed"
1,1,218,0.3881,"bikesharing","windspeed"
1,1,219,0.2537,"bikesharing","windspeed"
1,1,220,0.4179,"bikesharing","windspeed"
1,1,221,0.2836,"bikesharing","windspeed"
1,1,222,0.2836,"bikesharing","windspeed"
1,1,223,0.1642,"bikesharing","windspeed"
1,1,224,0.1642,"bikesharing","windspeed"
1,1,225,0.2239,"bikesharing","windspeed"
1,1,226,0.2537,"bikesharing","windspeed"
1,1,227,0.0896,"bikesharing","windspeed"
1,1,228,0.0896,"bikesharing","windspeed"
1,1,229,0.2239,"bikesharing","windspeed"
1,1,230,0.194,"bikesharing","windspeed"
1,1,231,0.2836,"bikesharing","windspeed"
1,1,232,0.2985,"bikesharing","windspeed"
1,1,233,0.3284,"bikesharing","windspeed"
1,1,234,0.5224,"bikesharing","windspeed"
1,1,235,0.1343,"bikesharing","windspeed"
1,1,236,0.1045,"bikesharing","windspeed"
1,1,237,0.1343,"bikesharing","windspeed"
1,1,238,0.1642,"bikesharing","windspeed"
1,1,239,0.1343,"bikesharing","windspeed"
1,1,240,0,"bikesharing","windspeed"
1,1,241,0.1045,"bikesharing","windspeed"
1,1,242,0,"bikesharing","windspeed"
1,1,243,0.1642,"bikesharing","windspeed"
1,1,244,0.4478,"bikesharing","windspeed"
1,1,245,0.3284,"bikesharing","windspeed"
1,1,246,0.2985,"bikesharing","windspeed"
1,1,247,0.5821,"bikesharing","windspeed"
1,1,248,0.5821,"bikesharing","windspeed"
1,1,249,0.194,"bikesharing","windspeed"
1,1,250,0.194,"bikesharing","windspeed"
1,1,251,0.2985,"bikesharing","windspeed"
1,1,252,0.1343,"bikesharing","windspeed"
1,1,253,0.194,"bikesharing","windspeed"
1,1,254,0.1642,"bikesharing","windspeed"
1,1,255,0.194,"bikesharing","windspeed"
1,1,256,0.1343,"bikesharing","windspeed"
1,1,257,0.0896,"bikesharing","windspeed"
1,1,258,0.3582,"bikesharing","windspeed"
1,1,259,0.0896,"bikesharing","windspeed"
1,1,260,0.2985,"bikesharing","windspeed"
1,1,261,0.2239,"bikesharing","windspeed"
1,1,262,0.2239,"bikesharing","windspeed"
1,1,263,0.1642,"bikesharing","windspeed"
1,1,264,0.3881,"bikesharing","windspeed"
1,1,265,0.1642,"bikesharing","windspeed"
1,1,266,0.2537,"bikesharing","windspeed"
1,1,267,0.3582,"bikesharing","windspeed"
1,1,268,0.2985,"bikesharing","windspeed"
1,1,269,0.3881,"bikesharing","windspeed"
1,1,270,0.3582,"bikesharing","windspeed"
1,1,271,0.3881,"bikesharing","windspeed"
1,1,272,0.2836,"bikesharing","windspeed"
1,1,273,0.2836,"bikesharing","windspeed"
1,1,274,0.3881,"bikesharing","windspeed"
1,1,275,0.3284,"bikesharing","windspeed"
1,1,276,0.2239,"bikesharing","windspeed"
1,1,277,0.1343,"bikesharing","windspeed"
1,1,278,0.3881,"bikesharing","windspeed"
1,1,279,0.2836,"bikesharing","windspeed"
1,1,280,0.3284,"bikesharing","windspeed"
1,1,281,0.194,"bikesharing","windspeed"
1,1,282,0.2537,"bikesharing","windspeed"
1,1,283,0.0896,"bikesharing","windspeed"
1,1,284,0.2537,"bikesharing","windspeed"
1,1,285,0.3881,"bikesharing","windspeed"
1,1,286,0.2836,"bikesharing","windspeed"
1,1,287,0.2537,"bikesharing","windspeed"
1,1,288,0.2239,"bikesharing","windspeed"
1,1,289,0.2537,"bikesharing","windspeed"
1,1,290,0.1343,"bikesharing","windspeed"
1,1,291,0.0896,"bikesharing","windspeed"
1,1,292,0.2537,"bikesharing","windspeed"
1,1,293,0.2239,"bikesharing","windspeed"
1,1,294,0.194,"bikesharing","windspeed"
1,1,295,0.194,"bikesharing","windspeed"
1,1,296,0.1642,"bikesharing","windspeed"
1,1,297,0.1642,"bikesharing","windspeed"
1,1,298,0.1045,"bikesharing","windspeed"
1,1,299,0.1642,"bikesharing","windspeed"
1,1,300,0,"bikesharing","windspeed"
1,1,301,0.2239,"bikesharing","windspeed"
1,1,302,0.1642,"bikesharing","windspeed"
1,1,303,0,"bikesharing","windspeed"
1,1,304,0.194,"bikesharing","windspeed"
1,1,305,0.2537,"bikesharing","windspeed"
1,1,306,0.4478,"bikesharing","windspeed"
1,1,307,0.2537,"bikesharing","windspeed"
1,1,308,0.2537,"bikesharing","windspeed"
1,1,309,0.1642,"bikesharing","windspeed"
1,1,310,0.1343,"bikesharing","windspeed"
1,1,311,0.2836,"bikesharing","windspeed"
1,1,312,0.1045,"bikesharing","windspeed"
1,1,313,0,"bikesharing","windspeed"
1,1,314,0.194,"bikesharing","windspeed"
1,1,315,0.3881,"bikesharing","windspeed"
1,1,316,0.2239,"bikesharing","windspeed"
1,1,317,0.194,"bikesharing","windspeed"
1,1,318,0.3284,"bikesharing","windspeed"
1,1,319,0.3881,"bikesharing","windspeed"
1,1,320,0.1343,"bikesharing","windspeed"
1,1,321,0.0896,"bikesharing","windspeed"
1,1,322,0.1343,"bikesharing","windspeed"
1,1,323,0.1343,"bikesharing","windspeed"
1,1,324,0.1343,"bikesharing","windspeed"
1,1,325,0.2836,"bikesharing","windspeed"
1,1,326,0.1343,"bikesharing","windspeed"
1,1,327,0.2836,"bikesharing","windspeed"
1,1,328,0.3881,"bikesharing","windspeed"
1,1,329,0.1642,"bikesharing","windspeed"
1,1,330,0.1045,"bikesharing","windspeed"
1,1,331,0.2537,"bikesharing","windspeed"
1,1,332,0.1343,"bikesharing","windspeed"
1,1,333,0.1343,"bikesharing","windspeed"
1,1,334,0.2239,"bikesharing","windspeed"
1,1,335,0.194,"bikesharing","windspeed"
1,1,336,0.1045,"bikesharing","windspeed"
1,1,337,0.1343,"bikesharing","windspeed"
1,1,338,0.1045,"bikesharing","windspeed"
1,1,339,0.4627,"bikesharing","windspeed"
1,1,340,0.3582,"bikesharing","windspeed"
1,1,341,0.3284,"bikesharing","windspeed"
1,1,342,0,"bikesharing","windspeed"
1,1,343,0.1642,"bikesharing","windspeed"
1,1,344,0.2537,"bikesharing","windspeed"
1,1,345,0.0896,"bikesharing","windspeed"
1,1,346,0.0896,"bikesharing","windspeed"
1,1,347,0.1343,"bikesharing","windspeed"
1,1,348,0.2537,"bikesharing","windspeed"
1,1,349,0.1642,"bikesharing","windspeed"
1,1,350,0.1642,"bikesharing","windspeed"
1,1,351,0.0896,"bikesharing","windspeed"
1,1,352,0.1045,"bikesharing","windspeed"
1,1,353,0.1045,"bikesharing","windspeed"
1,1,354,0.1343,"bikesharing","windspeed"
1,1,355,0.0896,"bikesharing","windspeed"
1,1,356,0.2239,"bikesharing","windspeed"
1,1,357,0,"bikesharing","windspeed"
1,1,358,0.2836,"bikesharing","windspeed"
1,1,359,0.1045,"bikesharing","windspeed"
1,1,360,0.1642,"bikesharing","windspeed"
1,1,361,0.2836,"bikesharing","windspeed"
1,1,362,0.2239,"bikesharing","windspeed"
1,1,363,0.2239,"bikesharing","windspeed"
1,1,364,0.2239,"bikesharing","windspeed"
1,1,365,0.1642,"bikesharing","windspeed"
1,1,366,0.2239,"bikesharing","windspeed"
1,1,367,0.1045,"bikesharing","windspeed"
1,1,368,0.194,"bikesharing","windspeed"
1,1,369,0.1045,"bikesharing","windspeed"
1,1,370,0.1045,"bikesharing","windspeed"
1,1,371,0.1045,"bikesharing","windspeed"
1,1,372,0.2537,"bikesharing","windspeed"
1,1,373,0.0896,"bikesharing","windspeed"
1,1,374,0.1343,"bikesharing","windspeed"
1,1,375,0.194,"bikesharing","windspeed"
1,1,376,0.1343,"bikesharing","windspeed"
1,1,377,0.1045,"bikesharing","windspeed"
1,1,378,0,"bikesharing","windspeed"
1,1,379,0.0896,"bikesharing","windspeed"
1,1,380,0.0896,"bikesharing","windspeed"
1,1,381,0.1045,"bikesharing","windspeed"
1,1,382,0.1045,"bikesharing","windspeed"
1,1,383,0.194,"bikesharing","windspeed"
1,1,384,0,"bikesharing","windspeed"
1,1,385,0.1642,"bikesharing","windspeed"
1,1,386,0.3881,"bikesharing","windspeed"
1,1,387,0.2239,"bikesharing","windspeed"
1,1,388,0.1642,"bikesharing","windspeed"
1,1,389,0.2537,"bikesharing","windspeed"
1,1,390,0.4179,"bikesharing","windspeed"
1,1,391,0.2239,"bikesharing","windspeed"
1,1,392,0.2239,"bikesharing","windspeed"
1,1,393,0.4179,"bikesharing","windspeed"
1,1,394,0.194,"bikesharing","windspeed"
1,1,395,0.2836,"bikesharing","windspeed"
1,1,396,0.1343,"bikesharing","windspeed"
1,1,397,0,"bikesharing","windspeed"
1,1,398,0,"bikesharing","windspeed"
1,1,399,0.0896,"bikesharing","windspeed"
1,1,400,0,"bikesharing","windspeed"
1,1,401,0,"bikesharing","windspeed"
1,1,402,0.2985,"bikesharing","windspeed"
1,1,403,0.2985,"bikesharing","windspeed"
1,1,404,0.1045,"bikesharing","windspeed"
1,1,405,0.2836,"bikesharing","windspeed"
1,1,406,0.194,"bikesharing","windspeed"
1,1,407,0.2239,"bikesharing","windspeed"
1,1,408,0.1343,"bikesharing","windspeed"
1,1,409,0.1642,"bikesharing","windspeed"
1,1,410,0.1642,"bikesharing","windspeed"
1,1,411,0.2239,"bikesharing","windspeed"
1,1,412,0,"bikesharing","windspeed"
1,1,413,0.1045,"bikesharing","windspeed"
1,1,414,0.0896,"bikesharing","windspeed"
1,1,415,0.194,"bikesharing","windspeed"
1,1,416,0.1343,"bikesharing","windspeed"
1,1,417,0.1343,"bikesharing","windspeed"
1,1,418,0.2836,"bikesharing","windspeed"
1,1,419,0.1045,"bikesharing","windspeed"
1,1,420,0.3582,"bikesharing","windspeed"
1,1,421,0.194,"bikesharing","windspeed"
1,1,422,0.2537,"bikesharing","windspeed"
1,1,423,0.1642,"bikesharing","windspeed"
1,1,424,0.1343,"bikesharing","windspeed"
1,1,425,0.2836,"bikesharing","windspeed"
1,1,426,0.2985,"bikesharing","windspeed"
1,1,427,0.0896,"bikesharing","windspeed"
1,1,428,0.0896,"bikesharing","windspeed"
1,1,429,0.1343,"bikesharing","windspeed"
1,1,430,0.2985,"bikesharing","windspeed"
1,1,431,0,"bikesharing","windspeed"
1,1,432,0.2985,"bikesharing","windspeed"
1,1,433,0,"bikesharing","windspeed"
1,1,434,0.2836,"bikesharing","windspeed"
1,1,435,0.1343,"bikesharing","windspeed"
1,1,436,0,"bikesharing","windspeed"
1,1,437,0.1343,"bikesharing","windspeed"
1,1,438,0.1045,"bikesharing","windspeed"
1,1,439,0.2239,"bikesharing","windspeed"
1,1,440,0.1642,"bikesharing","windspeed"
1,1,441,0.3284,"bikesharing","windspeed"
1,1,442,0.2239,"bikesharing","windspeed"
1,1,443,0.2239,"bikesharing","windspeed"
1,1,444,0.194,"bikesharing","windspeed"
1,1,445,0.2239,"bikesharing","windspeed"
1,1,446,0.1343,"bikesharing","windspeed"
1,1,447,0.1642,"bikesharing","windspeed"
1,1,448,0.1343,"bikesharing","windspeed"
1,1,449,0,"bikesharing","windspeed"
1,1,450,0,"bikesharing","windspeed"
1,1,451,0.1045,"bikesharing","windspeed"
1,1,452,0.1045,"bikesharing","windspeed"
1,1,453,0.1642,"bikesharing","windspeed"
1,1,454,0.2239,"bikesharing","windspeed"
1,1,455,0.194,"bikesharing","windspeed"
1,1,456,0.2239,"bikesharing","windspeed"
1,1,457,0.1343,"bikesharing","windspeed"
1,1,458,0.1045,"bikesharing","windspeed"
1,1,459,0,"bikesharing","windspeed"
1,1,460,0.0896,"bikesharing","windspeed"
1,1,461,0.0896,"bikesharing","windspeed"
1,1,462,0.1642,"bikesharing","windspeed"
1,1,463,0,"bikesharing","windspeed"
1,1,464,0.2239,"bikesharing","windspeed"
1,1,465,0.2239,"bikesharing","windspeed"
1,1,466,0.3284,"bikesharing","windspeed"
1,1,467,0.2537,"bikesharing","windspeed"
1,1,468,0,"bikesharing","windspeed"
1,1,469,0,"bikesharing","windspeed"
1,1,470,0.1045,"bikesharing","windspeed"
1,1,471,0.1343,"bikesharing","windspeed"
1,1,472,0.194,"bikesharing","windspeed"
1,1,473,0.2985,"bikesharing","windspeed"
1,1,474,0.2537,"bikesharing","windspeed"
1,1,475,0.194,"bikesharing","windspeed"
1,1,476,0,"bikesharing","windspeed"
1,1,477,0.1642,"bikesharing","windspeed"
1,1,478,0.1045,"bikesharing","windspeed"
1,1,479,0.1045,"bikesharing","windspeed"
1,1,480,0.0896,"bikesharing","windspeed"
1,1,481,0.194,"bikesharing","windspeed"
1,1,482,0.194,"bikesharing","windspeed"
1,1,483,0.194,"bikesharing","windspeed"
1,1,484,0.194,"bikesharing","windspeed"
1,1,485,0.194,"bikesharing","windspeed"
1,1,486,0,"bikesharing","windspeed"
1,1,487,0.2239,"bikesharing","windspeed"
1,1,488,0.3284,"bikesharing","windspeed"
1,1,489,0.2239,"bikesharing","windspeed"
1,1,490,0.2985,"bikesharing","windspeed"
1,1,491,0.194,"bikesharing","windspeed"
1,1,492,0.1045,"bikesharing","windspeed"
1,1,493,0,"bikesharing","windspeed"
1,1,494,0.2836,"bikesharing","windspeed"
1,1,495,0.3284,"bikesharing","windspeed"
1,1,496,0.2239,"bikesharing","windspeed"
1,1,497,0.1045,"bikesharing","windspeed"
1,1,498,0.1045,"bikesharing","windspeed"
1,1,499,0,"bikesharing","windspeed"
1,1,500,0.2239,"bikesharing","windspeed"
1,1,501,0.0896,"bikesharing","windspeed"
1,1,502,0.194,"bikesharing","windspeed"
1,1,503,0.1045,"bikesharing","windspeed"
1,1,504,0.1343,"bikesharing","windspeed"
1,1,505,0.2239,"bikesharing","windspeed"
1,1,506,0.1642,"bikesharing","windspeed"
1,1,507,0.2239,"bikesharing","windspeed"
1,1,508,0.2537,"bikesharing","windspeed"
1,1,509,0.194,"bikesharing","windspeed"
1,1,510,0.2537,"bikesharing","windspeed"
1,1,511,0.194,"bikesharing","windspeed"
1,1,512,0.2836,"bikesharing","windspeed"
1,1,513,0.2836,"bikesharing","windspeed"
1,1,514,0.2985,"bikesharing","windspeed"
1,1,515,0.2985,"bikesharing","windspeed"
1,1,516,0.3284,"bikesharing","windspeed"
1,1,517,0.2985,"bikesharing","windspeed"
1,1,518,0.1642,"bikesharing","windspeed"
1,1,519,0.1045,"bikesharing","windspeed"
1,1,520,0.194,"bikesharing","windspeed"
1,1,521,0.1642,"bikesharing","windspeed"
1,1,522,0.2239,"bikesharing","windspeed"
1,1,523,0.2985,"bikesharing","windspeed"
1,1,524,0.1642,"bikesharing","windspeed"
1,1,525,0.1343,"bikesharing","windspeed"
1,1,526,0.2537,"bikesharing","windspeed"
1,1,527,0.1642,"bikesharing","windspeed"
1,1,528,0,"bikesharing","windspeed"
1,1,529,0,"bikesharing","windspeed"
1,1,530,0.1343,"bikesharing","windspeed"
1,1,531,0.3582,"bikesharing","windspeed"
1,1,532,0.3881,"bikesharing","windspeed"
1,1,533,0.194,"bikesharing","windspeed"
1,1,534,0.1642,"bikesharing","windspeed"
1,1,535,0.2239,"bikesharing","windspeed"
1,1,536,0.3284,"bikesharing","windspeed"
1,1,537,0.2836,"bikesharing","windspeed"
1,1,538,0.194,"bikesharing","windspeed"
1,1,539,0,"bikesharing","windspeed"
1,1,540,0.2537,"bikesharing","windspeed"
1,1,541,0.1642,"bikesharing","windspeed"
1,1,542,0.3582,"bikesharing","windspeed"
1,1,543,0,"bikesharing","windspeed"
1,1,544,0.0896,"bikesharing","windspeed"
1,1,545,0.194,"bikesharing","windspeed"
1,1,546,0,"bikesharing","windspeed"
1,1,547,0.194,"bikesharing","windspeed"
1,1,548,0.194,"bikesharing","windspeed"
1,1,549,0.2239,"bikesharing","windspeed"
1,1,550,0.1642,"bikesharing","windspeed"
1,1,551,0.194,"bikesharing","windspeed"
1,1,552,0.194,"bikesharing","windspeed"
1,1,553,0.3284,"bikesharing","windspeed"
1,1,554,0.2239,"bikesharing","windspeed"
1,1,555,0.1343,"bikesharing","windspeed"
1,1,556,0.2985,"bikesharing","windspeed"
1,1,557,0.2985,"bikesharing","windspeed"
1,1,558,0.3284,"bikesharing","windspeed"
1,1,559,0.2985,"bikesharing","windspeed"
1,1,560,0,"bikesharing","windspeed"
1,1,561,0.2537,"bikesharing","windspeed"
1,1,562,0.1642,"bikesharing","windspeed"
1,1,563,0.4179,"bikesharing","windspeed"
1,1,564,0.3881,"bikesharing","windspeed"
1,1,565,0.8358,"bikesharing","windspeed"
1,1,566,0.3881,"bikesharing","windspeed"
1,1,567,0.2985,"bikesharing","windspeed"
1,1,568,0,"bikesharing","windspeed"
1,1,569,0.1045,"bikesharing","windspeed"
1,1,570,0.2239,"bikesharing","windspeed"
1,1,571,0.2239,"bikesharing","windspeed"
1,1,572,0.1343,"bikesharing","windspeed"
1,1,573,0.1045,"bikesharing","windspeed"
1,1,574,0.194,"bikesharing","windspeed"
1,1,575,0.0896,"bikesharing","windspeed"
1,1,576,0.1642,"bikesharing","windspeed"
1,1,577,0.1642,"bikesharing","windspeed"
1,1,578,0.1642,"bikesharing","windspeed"
1,1,579,0.194,"bikesharing","windspeed"
1,1,580,0.2239,"bikesharing","windspeed"
1,1,581,0.1343,"bikesharing","windspeed"
1,1,582,0.3881,"bikesharing","windspeed"
1,1,583,0.3881,"bikesharing","windspeed"
1,1,584,0.3881,"bikesharing","windspeed"
1,1,585,0.2239,"bikesharing","windspeed"
1,1,586,0.1343,"bikesharing","windspeed"
1,1,587,0,"bikesharing","windspeed"
1,1,588,0,"bikesharing","windspeed"
1,1,589,0.0896,"bikesharing","windspeed"
1,1,590,0.1642,"bikesharing","windspeed"
